user_id,item_id,recommend,sentiment_analisys,modified_date,app_name&title
76561198091016047,212480,True,1,2013-12-06,Sonic & All-Stars Racing Transformed
whatsnot,222880,True,1,2015-06-17,Insurgency
whatsnot,34880,True,1,2014-03-09,
jasmine-is-fab-not-rlly,220780,True,1,2013-08-24,Thomas Was Alone
mfor,252490,True,1,2014-01-04,Rust
mfor,730,True,1,2014-10-24,Counter-Strike: Global Offensive
76561198091053426,440,True,1,2014-07-24,Team Fortress 2
76561198091082337,201790,True,0,2020-02-11,Orcs Must Die! 2
76561198091095932,730,True,1,2015-10-04,Counter-Strike: Global Offensive
76561198091097773,223710,True,1,2015-02-02,Cry of Fear
76561198091108888,200260,True,1,2014-07-29,Batman: Arkham City - Game of the Year Edition
76561198091110290,252490,False,1,2015-06-09,Rust
76561198091110290,307340,True,1,2015-05-05,Platypus
76561198091110290,440,True,2,2015-01-03,Team Fortress 2
76561198091110290,550,True,0,2014-05-20,Left 4 Dead 2
theaagamer75lifestyle,72850,True,1,2014-06-14,
theaagamer75lifestyle,4000,True,1,2013-12-15,Garry's Mod
usocrackedouocu,356670,True,1,2015-05-19,Spooky's Jump Scare Mansion
usocrackedouocu,440,True,1,2015-12-25,Team Fortress 2
usocrackedouocu,105600,True,1,2020-01-05,Terraria
usocrackedouocu,307070,True,1,2015-12-24,Memories of a Vagabond
76561198091116626,209650,True,2,2015-02-05,Call of Duty®: Advanced Warfare - Gold Edition
marco_9808,203140,True,1,2014-12-25,Hitman: Absolution™
76561198091131449,550,True,1,2013-12-26,Left 4 Dead 2
76561198091146515,304930,True,2,2014-09-02,Unturned
76561198091169175,113400,True,1,2013-12-23,APB Reloaded
76561198091169263,208090,True,1,2014-06-19,Loadout
76561198091171400,440,True,0,2014-11-02,Team Fortress 2
nofendsmoremadness,440,True,1,2020-07-04,Team Fortress 2
nofendsmoremadness,4000,True,1,2020-07-04,Garry's Mod
HondasAreGay,238960,True,2,2015-10-24,
Snowy427,440,True,1,2015-12-26,Team Fortress 2
76561198091213907,98200,True,2,2014-06-20,Frozen Synapse
76561198091216652,440,True,1,2015-09-08,Team Fortress 2
dante67971,279520,True,0,2014-11-13,Rage Runner
dante67971,423880,True,1,2020-03-12,Carpe Diem
dante67971,221640,True,1,2020-02-26,Super Hexagon
dante67971,115100,True,1,2015-12-26,Costume Quest
dante67971,730,True,1,2015-09-26,Counter-Strike: Global Offensive
dante67971,55381,True,1,2015-05-22,Saints Row: The Third - Gangstas in Space
dante67971,200210,True,1,2015-05-09,Realm of the Mad God
dante67971,239450,True,1,2014-08-09,
76561198091250353,304930,True,1,2014-08-26,Unturned
76561198091250353,109400,False,1,2013-12-08,
76561198091251297,105600,True,1,2020-01-09,Terraria
76561198091259632,570,True,1,2014-01-20,Dota 2
76561198091259632,550,True,1,2014-01-11,Left 4 Dead 2
Baaakkaaa,243870,True,1,2014-04-17,
Baaakkaaa,730,True,1,2015-01-14,Counter-Strike: Global Offensive
hideyukizkung,206420,True,1,2013-11-29,Saints Row IV
76561198091296461,99900,True,1,2014-03-28,Spiral Knights
Zordick,333930,True,1,2015-06-03,Dirty Bomb®
Lavaginator,207140,False,1,2013-12-04,SpeedRunners
76561198091325036,440,True,1,2014-12-23,Team Fortress 2
76561198091344363,271290,True,1,2014-06-09,
76561198091344363,620,True,1,2014-04-22,Portal 2
76561198091344363,440,True,1,2014-02-24,Team Fortress 2
caydrobertson,2400,True,1,2015-04-04,The Ship: Murder Party
caydrobertson,42910,True,2,2015-03-25,Magicka
caydrobertson,304930,True,1,2015-03-25,Unturned
caydrobertson,63500,True,1,2015-03-25,Swords and Soldiers HD
caydrobertson,238460,True,2,2015-01-20,BattleBlock Theater®
caydrobertson,218620,False,1,2015-01-20,PAYDAY 2
caydrobertson,4000,True,1,2013-12-23,Garry's Mod
76561198091378623,440,True,2,2013-12-25,Team Fortress 2
76561198091384609,440,True,1,2020-05-12,Team Fortress 2
76561198091384609,304930,True,1,2015-01-01,Unturned
xUnkaNinjazZz,730,True,1,2014-08-17,Counter-Strike: Global Offensive
EndlessAbyss,200210,True,1,2014-09-19,Realm of the Mad God
EndlessAbyss,413150,True,2,2020-03-28,Stardew Valley
EndlessAbyss,409670,True,2,2015-10-28,Pink Hour
76561198091416716,241640,False,1,2015-03-07,
76561198091429493,7670,True,1,2020-07-15,BioShock™
76561198091429493,94590,True,1,2015-12-30,Puzzle Agent 2
76561198091429493,211400,True,1,2015-11-08,Deadlight
76561198091429493,620,True,2,2015-11-13,Portal 2
76561198091429493,204360,True,1,2015-09-30,Castle Crashers®
76561198091429493,286690,True,1,2020-02-13,Metro 2033 Redux
76561198091429493,31270,True,1,2015-12-23,
76561198091429493,31290,True,1,2015-12-02,Back to the Future: The Game
76561198091429493,316790,True,0,2015-11-01,Grim Fandango Remastered
76561198091429493,108710,True,1,2014-02-28,Alan Wake
haaaagaaaay,346110,False,1,2020-09-05,ARK: Survival Evolved
Dedle3,4000,True,0,2013-12-15,Garry's Mod
Dedle3,55140,True,1,2013-12-15,MX vs. ATV Reflex
Shadowcyhte,238430,True,1,2015-03-20,Contagion
Shadowcyhte,222880,True,1,2015-03-20,Insurgency
Shadowcyhte,49520,False,0,2015-03-20,Borderlands 2
Shadowcyhte,550,True,1,2015-08-01,Left 4 Dead 2
Shadowcyhte,620,True,1,2015-03-20,Portal 2
Shadowcyhte,202970,True,1,2015-03-20,Call of Duty®: Black Ops II
Shadowcyhte,206420,True,1,2015-03-20,Saints Row IV
S0ulHD,730,True,1,2015-04-06,Counter-Strike: Global Offensive
FondlesTheScout,440,True,1,2015-02-15,Team Fortress 2
76561198091488628,570,True,2,2014-01-26,Dota 2
76561198091493184,440,True,1,2014-02-24,Team Fortress 2
76561198091511785,275850,True,1,2020-08-12,No Man's Sky
pepoones,440,True,0,2014-04-01,Team Fortress 2
4545648,440,True,1,2013-12-10,Team Fortress 2
shaizerzzz,355840,False,1,2015-05-23,Survarium
shaizerzzz,730,True,2,2020-05-15,Counter-Strike: Global Offensive
shaizerzzz,224540,True,1,2015-04-14,Ace of Spades: Battle Builder
mcjack943,202970,True,1,2014-04-02,Call of Duty®: Black Ops II
dojija,730,True,1,2015-10-04,Counter-Strike: Global Offensive
pedropyro,550,True,1,2014-03-10,Left 4 Dead 2
76561198091548646,440,True,1,2013-11-30,Team Fortress 2
LonTheDarkGamer,221100,True,1,2015-02-12,DayZ
LonTheDarkGamer,239030,True,2,2020-03-16,"Papers, Please"
76561198091558466,113200,True,1,2014-02-06,The Binding of Isaac
TTaka,105600,False,1,2014-07-06,Terraria
TTaka,211420,False,2,2014-06-28,DARK SOULS™: Prepare To Die™ Edition
mark2216,440,True,1,2013-12-05,Team Fortress 2
synergythisshit,49520,True,2,2014-02-06,Borderlands 2
jacobissoawesomeateverything,346010,True,1,2015-03-25,Besiege
SHUDOUGH,440,True,1,2014-10-08,Team Fortress 2
maudeex71,252950,True,1,2015-08-07,Rocket League®
maudeex71,730,True,1,2015-01-24,Counter-Strike: Global Offensive
aliciaj,400,True,1,2014-06-19,Portal
76561198091610400,4000,True,1,2013-12-30,Garry's Mod
76561198091610400,113200,True,2,2015-01-21,The Binding of Isaac
76561198091612238,230410,True,1,2014-11-24,Warframe
huntervxx,730,True,1,2015-06-13,Counter-Strike: Global Offensive
haballman,730,True,2,2015-01-18,Counter-Strike: Global Offensive
76561198091631250,440,True,2,2020-01-06,Team Fortress 2
pumpkinpulp,271590,True,2,2015-04-13,Grand Theft Auto V
pumpkinpulp,203770,True,1,2015-02-28,Crusader Kings II
2JZEEEEBABY,202970,True,1,2014-06-02,Call of Duty®: Black Ops II
2JZEEEEBABY,234630,True,1,2015-09-26,Project CARS
011111135489484797,550,True,1,2013-12-28,Left 4 Dead 2
011111135489484797,240,True,1,2013-12-10,Counter-Strike: Source
76561198091681013,440,True,0,2013-12-14,Team Fortress 2
76561198091694133,72850,True,1,2013-12-05,
AwesomeSauces101,4000,True,2,2014-06-13,Garry's Mod
76561198091738673,105600,True,1,2014-01-19,Terraria
Egplnt,388090,True,1,2015-07-24,Five Nights at Freddy's 4
PatoMeh,210770,True,1,2014-08-15,Sanctum 2
PatoMeh,206210,True,1,2015-10-17,Gotham City Impostors Free to Play
PatoMeh,105600,True,1,2015-10-14,Terraria
76561198091755029,208090,True,1,2014-04-07,Loadout
iamwatchingyoubywindow,423880,True,1,2015-12-21,Carpe Diem
iamwatchingyoubywindow,218230,True,2,2015-10-22,PlanetSide 2
Trader_Frosty,255710,True,1,2020-01-16,Cities: Skylines
Trader_Frosty,31280,True,2,2014-04-01,Poker Night at the Inventory
sniperwolfez,252490,True,1,2014-05-13,Rust
76561198091787257,550,True,1,2013-12-29,Left 4 Dead 2
itsabeeluigi,40800,True,1,2014-02-02,Super Meat Boy
76561198091795062,375950,True,1,2015-09-20,Viridi
76561198091795062,221100,True,1,2014-01-11,DayZ
54546545,252490,True,1,2014-01-27,Rust
xXFusionDogzXx,253710,False,1,2015-10-14,theHunter Classic
Dada734,730,True,1,2015-06-20,Counter-Strike: Global Offensive
Dada734,107410,True,1,2014-10-07,Arma 3
76561198091826904,270550,False,0,2014-06-05,Yet Another Zombie Defense
chikens,265630,True,1,2014-07-01,Fistful of Frags
chikens,220,True,1,2014-07-21,Half-Life 2
chikens,17510,True,1,2014-06-18,Age of Chivalry
chikens,17570,True,1,2013-12-17,"Pirates, Vikings, and Knights II"
chikens,440,True,1,2013-06-26,Team Fortress 2
76561198091852462,730,True,1,2015-12-27,Counter-Strike: Global Offensive
76561198091872904,208090,True,2,2014-01-22,Loadout
Muntorry,221100,True,1,2014-05-05,DayZ
76561198091895259,211500,False,2,2015-06-02,RaceRoom Racing Experience
76561198091898889,218230,True,1,2015-07-08,PlanetSide 2
76561198091908773,4000,True,2,2014-01-08,Garry's Mod
76561198091908773,48000,True,1,2013-10-12,LIMBO
76561198091908773,113400,True,1,2014-10-01,APB Reloaded
76561198091908773,298240,True,1,2020-01-05,Red Crucible®: Firestorm
BNCFan,250760,True,1,2014-07-31,Shovel Knight: Treasure Trove
76561198091926245,8930,True,1,2020-01-19,Sid Meier's Civilization® V
ragnolf32,70300,True,1,2020-04-17,VVVVVV
76561198091947429,230410,True,2,2014-01-30,Warframe
76561198091947429,104700,True,2,2013-12-02,Super MNC
huyrua,304930,True,1,2014-07-27,Unturned
76561198091972169,440,True,1,2014-06-21,Team Fortress 2
76561198091974824,440,True,1,2013-12-19,Team Fortress 2
76561198091976678,265770,False,1,2020-02-16,Cannons Lasers Rockets
76561198091976678,1930,True,1,2015-07-28,Two Worlds Epic Edition
76561198091976678,238460,True,1,2015-06-20,BattleBlock Theater®
PLZACCEPTTHEURL,570,True,1,2015-03-25,Dota 2
PLZACCEPTTHEURL,224260,True,1,2020-01-07,No More Room in Hell
PLZACCEPTTHEURL,730,True,1,2014-12-07,Counter-Strike: Global Offensive
PLZACCEPTTHEURL,224540,True,1,2014-07-25,Ace of Spades: Battle Builder
PLZACCEPTTHEURL,440,True,2,2014-06-20,Team Fortress 2
76561198091995282,1250,True,0,2013-12-28,Killing Floor
76561198092003845,247730,True,1,2014-02-13,Nether: Resurrected
76561198092020961,252490,True,2,2015-10-24,Rust
alfie_cee,245550,True,1,2014-08-07,Free to Play
76561198092050517,349700,False,1,2015-10-06,Romero's Aftermath
76561198092050517,312150,True,1,2015-07-05,Wild Warfare
76561198092058318,259080,True,1,2013-12-19,Just Cause 2: Multiplayer Mod
76561198092064357,220240,True,1,2014-01-22,Far Cry 3
76561198092064451,4000,True,1,2014-04-02,Garry's Mod
76561198092064451,218060,True,1,2014-03-21,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien
nimatha,230410,True,1,2013-12-14,Warframe
76561198092078915,72850,True,1,2013-12-28,
23Batman05,233720,True,1,2013-12-02,Surgeon Simulator
23Batman05,215870,True,1,2013-09-19,Dungeon-Party
23Batman05,252490,True,1,2020-01-27,Rust
23Batman05,230410,True,1,2015-03-06,Warframe
23Batman05,313120,True,1,2015-02-06,Stranded Deep
23Batman05,265210,True,1,2015-02-06,
23Batman05,63380,True,2,2014-06-30,Sniper Elite V2
76561198092096760,440,True,1,2014-01-06,Team Fortress 2
76561198092122093,301520,True,1,2014-10-20,Robocraft
76561198092148962,230050,True,1,2014-09-08,DLC Quest
___XxButtHolexX___,230410,True,2,2014-06-11,Warframe
felixguard12,550,True,1,2014-04-15,Left 4 Dead 2
C628VJF01,218230,True,0,2014-02-19,PlanetSide 2
C628VJF01,10180,True,2,2014-09-17,Call of Duty®: Modern Warfare® 2
C628VJF01,72850,True,1,2014-09-11,
C628VJF01,345610,True,1,2020-01-05,The Fruit of Grisaia
C628VJF01,315810,True,2,2015-02-19,eden*
C628VJF01,71340,True,2,2014-12-07,Sonic Generations Collection
C628VJF01,8190,True,1,2014-10-04,Just Cause 2
C628VJF01,22380,True,1,2014-10-04,Fallout: New Vegas
chobbavacbanned,570,True,1,2013-07-20,Dota 2
kuaspereira,202970,True,1,2014-08-28,Call of Duty®: Black Ops II
09876543231,550,True,2,2014-01-08,Left 4 Dead 2
SirCanadianGuy,440,True,1,2015-10-10,Team Fortress 2
shitbitxhz,570,True,1,2014-04-04,Dota 2
76561198092216068,363970,True,1,2015-05-22,Clicker Heroes
76561198092216405,230230,True,1,2014-06-30,Divinity: Original Sin (Classic)
z_ash_z,570,True,1,2015-04-08,Dota 2
Bukky,204300,True,2,2014-12-23,Awesomenauts - the 2D moba
Bukky,730,True,1,2014-03-18,Counter-Strike: Global Offensive
76561198092229748,227940,True,1,2015-09-04,Heroes & Generals
76561198092235082,72850,True,1,2014-06-29,
76561198092242919,550,True,1,2014-02-09,Left 4 Dead 2
PandasBeSwagLiek,4000,True,1,2013-12-14,Garry's Mod
76561198092278847,33230,True,1,2015-12-15,Assassin's Creed 2 Deluxe Edition
76561198092278847,207610,True,1,2015-12-15,The Walking Dead
fiTcherino,214630,True,1,2014-11-18,Call of Duty: Black Ops - Mac Edition
fiTcherino,730,True,1,2015-11-10,Counter-Strike: Global Offensive
fiTcherino,49520,True,2,2014-06-01,Borderlands 2
fiTcherino,550,True,2,2014-06-01,Left 4 Dead 2
fiTcherino,4000,True,1,2014-06-01,Garry's Mod
fiTcherino,440,True,2,2014-06-01,Team Fortress 2
76561198092297803,49520,True,1,2014-02-08,Borderlands 2
amabsoluzt,440,True,2,2014-10-06,Team Fortress 2
76561198092341441,207230,True,1,2014-04-27,ArcheBlade™
76561198092346634,320300,True,1,2020-02-27,
76561198092363101,224540,True,1,2014-08-06,Ace of Spades: Battle Builder
76561198092374007,346110,False,1,2020-09-10,ARK: Survival Evolved
76561198092377526,236390,True,1,2014-06-26,War Thunder
76561198092398769,440,True,2,2014-06-17,Team Fortress 2
76561198092407908,440,True,1,2014-02-23,Team Fortress 2
bendakiller,730,True,1,2015-05-17,Counter-Strike: Global Offensive
walrusjesus,398180,True,1,2015-09-30,Euclidean
walrusjesus,25000,True,2,2020-02-07,Overgrowth
walrusjesus,550,True,1,2014-02-14,Left 4 Dead 2
walrusjesus,4000,True,1,2015-11-21,Garry's Mod
walrusjesus,216250,True,1,2015-11-01,
walrusjesus,327890,True,1,2015-06-28,I am Bread
GornTH,70000,True,1,2014-01-04,Dino D-Day
GornTH,17390,True,1,2014-01-04,SPORE™
GornTH,218620,True,1,2014-01-04,PAYDAY 2
GornTH,730,True,1,2014-01-04,Counter-Strike: Global Offensive
RagerGamer212,440,True,1,2014-06-13,Team Fortress 2
RagerGamer212,227300,True,1,2014-12-17,Euro Truck Simulator 2
stocky55,440,True,2,2015-01-16,Team Fortress 2
Spoder_XaXX,55230,True,1,2015-09-20,Saints Row: The Third
Spoder_XaXX,296470,True,1,2014-09-20,Mount Your Friends
76561198092473728,236390,True,1,2014-02-09,War Thunder
76561198092473728,227940,False,1,2014-07-14,Heroes & Generals
beccsbarney2013,8980,True,1,2014-01-03,Borderlands
beccsbarney2013,49520,True,2,2014-01-03,Borderlands 2
beccsbarney2013,218620,True,1,2014-02-14,PAYDAY 2
beccsbarney2013,43160,True,1,2013-11-29,
beccsbarney2013,8870,True,1,2013-10-22,BioShock Infinite
beccsbarney2013,204100,True,1,2013-09-01,Max Payne 3
beccsbarney2013,440,True,2,2013-06-26,Team Fortress 2
76561198092501010,322170,True,1,2015-09-30,Geometry Dash
Nitoxis,440,True,2,2014-07-05,Team Fortress 2
Nitoxis,302830,True,1,2015-01-24,BLOCKADE 3D
Nitoxis,304930,True,1,2014-07-10,Unturned
23974656456,300380,True,1,2014-11-27,Road Redemption
76561198092545243,730,True,1,2014-07-04,Counter-Strike: Global Offensive
76561198092559916,208090,True,0,2014-02-14,Loadout
76561198092559916,22380,True,1,2015-01-11,Fallout: New Vegas
76561198092559916,440,True,2,2014-09-30,Team Fortress 2
76561198092564032,730,True,1,2014-10-12,Counter-Strike: Global Offensive
Themonsteringoo,12210,False,1,2015-11-01,
Themonsteringoo,1250,True,1,2014-12-21,Killing Floor
76561198092589283,1250,True,1,2014-06-13,Killing Floor
76561198092589283,570,True,1,2014-05-18,Dota 2
76561198092589283,218620,True,1,2014-06-19,PAYDAY 2
76561198092589283,730,True,1,2014-08-08,Counter-Strike: Global Offensive
SadHon127Steam,440,True,1,2014-12-04,Team Fortress 2
werkimew,202970,True,1,2020-05-30,Call of Duty®: Black Ops II
76561198092623837,304930,True,1,2014-08-11,Unturned
76561198092623837,9900,True,1,2014-04-09,Star Trek Online
76561198092635332,550,True,1,2014-01-05,Left 4 Dead 2
PartNoxious,205100,True,2,2014-01-26,Dishonored
frankenstien1251,236390,True,1,2015-09-27,War Thunder
frankenstien1251,440,True,2,2015-03-21,Team Fortress 2
76561198092695661,237310,True,1,2013-11-27,Elsword
76561198092695661,218620,True,2,2015-11-09,PAYDAY 2
76561198092695661,304050,True,2,2015-11-08,Trove
76561198092695661,282440,True,1,2015-10-15,Quake Live™
76561198092695661,49520,True,1,2014-09-19,Borderlands 2
76561198092750032,48700,True,1,2014-04-07,Mount & Blade: Warband
Llucsankiss,440,True,2,2014-03-27,Team Fortress 2
Llucsankiss,208090,True,1,2014-03-26,Loadout
76561198092796694,304930,False,0,2015-05-10,Unturned
76561198092798425,99900,True,1,2013-12-29,Spiral Knights
76561198092814591,440,True,2,2014-03-28,Team Fortress 2
tenryuu_no_hokou,291550,True,2,2020-03-22,Brawlhalla
tenryuu_no_hokou,105600,True,1,2013-06-07,Terraria
tenryuu_no_hokou,242720,True,1,2014-05-12,GunZ 2: The Second Duel
tenryuu_no_hokou,104900,False,1,2014-07-28,ORION: Prelude
76561198092973654,440,True,2,2013-12-16,Team Fortress 2
moustachecashstash,221910,True,2,2014-03-08,The Stanley Parable
moustachecashstash,221640,True,1,2014-02-17,Super Hexagon
moustachecashstash,265930,True,1,2014-11-29,Goat Simulator
76561198093043200,209870,True,1,2013-12-10,Blacklight: Retribution
FURYDICE12,730,True,1,2015-06-20,Counter-Strike: Global Offensive
FURYDICE12,346110,True,1,2015-07-01,ARK: Survival Evolved
FURYDICE12,219640,True,0,2015-07-01,Chivalry: Medieval Warfare
FURYDICE12,344760,True,1,2015-06-20,Reign Of Kings
FURYDICE12,4000,True,1,2015-06-22,Garry's Mod
ShadowBlade44RTM,413150,True,1,2020-03-28,Stardew Valley
ShadowBlade44RTM,4000,True,1,2013-12-07,Garry's Mod
76561198093066459,206210,True,1,2015-11-26,Gotham City Impostors Free to Play
76561198093068088,8930,True,1,2014-01-12,Sid Meier's Civilization® V
76561198093069589,4000,True,1,2013-12-27,Garry's Mod
Feel_Good_Inc,250900,True,1,2015-01-12,The Binding of Isaac: Rebirth
Feel_Good_Inc,4000,True,1,2014-12-21,Garry's Mod
Feel_Good_Inc,12110,True,1,2015-01-12,Grand Theft Auto: Vice City
Feel_Good_Inc,730,True,1,2015-01-12,Counter-Strike: Global Offensive
leng100,4000,True,2,2014-01-15,Garry's Mod
leng100,304930,True,1,2014-12-06,Unturned
leng100,252490,True,2,2014-05-19,Rust
leng100,206420,True,1,2014-04-15,Saints Row IV
leng100,1250,True,1,2014-03-23,Killing Floor
leng100,6860,True,1,2014-01-25,Hitman: Blood Money
76561198093094168,227940,True,1,2015-09-20,Heroes & Generals
76561198093136680,274900,True,1,2015-08-29,Murder Miners
ZicoSteam,266010,True,1,2015-11-04,LYNE
errro474,206210,True,1,2013-12-15,Gotham City Impostors Free to Play
bp1000,440,True,1,2013-12-05,Team Fortress 2
76561198093152725,304930,True,1,2014-07-18,Unturned
76561198093153432,72850,True,2,2014-07-01,
fuckitm8,252490,True,1,2013-12-15,Rust
fuckitm8,222880,True,2,2014-03-28,Insurgency
fuckitm8,365670,True,2,2015-05-22,Blender
76561198093156419,373680,False,1,2015-11-01,
76561198093156419,212160,True,1,2015-07-11,Vindictus
xilonz,218620,True,1,2015-03-12,PAYDAY 2
xilonz,238460,True,1,2014-12-20,BattleBlock Theater®
76561198093158990,298110,False,1,2015-06-23,Far Cry® 4
76561198093161734,47410,False,0,2013-12-19,Stronghold Kingdoms
76561198093167105,8980,True,1,2014-06-21,Borderlands
76561198093179649,242760,True,2,2014-12-31,The Forest
76561198093209700,304930,True,2,2014-07-15,Unturned
BaHaHadi,311210,True,1,2020-01-04,Call of Duty®: Black Ops III
76561198093248844,630,True,1,2014-03-10,Alien Swarm
76561198093248844,51100,True,1,2014-03-07,Tactical Intervention
76561198093248844,440,True,1,2014-03-05,Team Fortress 2
76561198093248844,230410,True,1,2014-02-15,Warframe
76561198093250521,730,True,0,2014-06-28,Counter-Strike: Global Offensive
DSPITERI,730,True,1,2014-08-16,Counter-Strike: Global Offensive
76561198093261278,224460,True,1,2015-03-31,Contrast
76561198093261921,206210,True,1,2013-11-25,Gotham City Impostors Free to Play
76561198093261921,245550,True,1,2014-03-31,Free to Play
NotForPikachu,239820,True,1,2013-12-01,Game Dev Tycoon
NotForPikachu,262960,True,1,2015-06-28,Castle In The Darkness
NotForPikachu,22380,True,1,2015-06-19,Fallout: New Vegas
NotForPikachu,214700,True,1,2015-05-13,Thirty Flights of Loving
NotForPikachu,220860,True,1,2013-09-30,McPixel
76561198093265892,218620,True,1,2014-06-27,PAYDAY 2
76561198093267405,402290,True,1,2020-05-15,3DMark Fire Strike benchmarks
76561198093269733,570,True,1,2015-01-31,Dota 2
76561198093269733,49520,True,2,2014-12-28,Borderlands 2
76561198093269733,440,True,2,2014-06-23,Team Fortress 2
76561198093272625,258160,True,1,2015-07-05,
76561198093283574,10090,True,2,2013-12-18,Call of Duty: World at War
76561198093283574,51100,False,1,2013-12-09,Tactical Intervention
76561198093283652,440,True,0,2014-06-18,Team Fortress 2
76561198093284207,730,True,1,2015-08-14,Counter-Strike: Global Offensive
76561198093289103,221040,True,2,2015-09-23,Resident Evil 6 / Biohazard 6
76561198093295500,304930,True,1,2015-01-24,Unturned
76561198093295500,218230,True,1,2014-07-05,PlanetSide 2
76561198093295500,230410,True,1,2014-06-07,Warframe
76561198093295500,570,True,2,2014-04-21,Dota 2
KardphantomOrigin,730,True,1,2020-01-18,Counter-Strike: Global Offensive
danielpaolucci,440,True,1,2014-08-18,Team Fortress 2
76561198093374278,239820,True,1,2014-06-19,Game Dev Tycoon
76561198093386811,327640,True,0,2015-02-02,CaesarIA
76561198093386811,440,True,1,2014-06-17,Team Fortress 2
76561198093386811,51100,False,1,2014-06-17,Tactical Intervention
76561198093386811,269390,False,1,2014-06-17,
76561198093386811,234310,False,1,2014-06-17,
76561198093437165,550,True,2,2014-12-29,Left 4 Dead 2
IndonesianGamerHD,208090,True,1,2014-02-12,Loadout
IndonesianGamerHD,17500,True,1,2013-12-24,Zombie Panic! Source
IndonesianGamerHD,440,True,1,2013-12-24,Team Fortress 2
76561198093453471,259080,True,1,2020-03-11,Just Cause 2: Multiplayer Mod
ravijay1234,440,True,2,2014-07-06,Team Fortress 2
Thisbananaistastyfam,34900,True,2,2015-05-12,Bad Rats: the Rats' Revenge
Thisbananaistastyfam,730,True,1,2014-05-13,Counter-Strike: Global Offensive
Thisbananaistastyfam,334230,True,1,2015-03-30,Town of Salem
Thisbananaistastyfam,242860,True,1,2014-08-30,Verdun
Thisbananaistastyfam,293500,True,2,2020-02-29,Amazing World™
Thisbananaistastyfam,239140,True,1,2015-06-29,Dying Light
76561198093478636,17500,True,1,2014-04-02,Zombie Panic! Source
TnyLS,1250,True,1,2014-07-29,Killing Floor
76561198093505849,263280,True,1,2014-10-18,SPINTIRES™
76561198093505849,107410,True,0,2015-07-05,Arma 3
76561198093505849,206210,True,1,2014-12-02,Gotham City Impostors Free to Play
76561198093505849,113400,True,0,2014-10-02,APB Reloaded
76561198093505849,72850,True,1,2014-04-14,
76561198093507873,304930,True,1,2014-08-11,Unturned
themajesticlemon,221640,True,1,2013-12-26,Super Hexagon
themajesticlemon,265930,True,1,2014-04-03,Goat Simulator
themajesticlemon,33230,True,1,2013-12-31,Assassin's Creed 2 Deluxe Edition
themajesticlemon,206420,True,1,2013-12-22,Saints Row IV
themajesticlemon,55230,True,1,2013-12-10,Saints Row: The Third
themajesticlemon,4000,True,1,2013-12-10,Garry's Mod
themajesticlemon,239820,True,1,2014-06-06,Game Dev Tycoon
themajesticlemon,203140,True,1,2013-12-26,Hitman: Absolution™
themajesticlemon,205080,False,1,2013-12-31,BIT.TRIP FATE
76561198093537015,4000,True,1,2014-08-28,Garry's Mod
76561198093541789,31280,False,1,2014-08-29,Poker Night at the Inventory
76561198093541789,48705,False,1,2015-08-21,Mount & Blade: Warband - Napoleonic Wars
69madman,31280,True,1,2014-07-07,Poker Night at the Inventory
dbctvhdofficial,220780,True,1,2013-12-19,Thomas Was Alone
shadowteddy101,212680,True,1,2015-04-22,FTL: Faster Than Light
76561198093557146,9200,True,1,2013-06-05,RAGE
76561198093560216,35450,True,1,2014-06-20,Red Orchestra 2: Heroes of Stalingrad with Rising Storm
76561198093567765,440,True,2,2014-09-25,Team Fortress 2
76561198093568871,440,True,1,2014-06-30,Team Fortress 2
76561198093575256,249130,True,1,2013-12-22,LEGO® Marvel™ Super Heroes
76561198093584099,550,True,1,2014-03-07,Left 4 Dead 2
Specied,570,False,1,2014-07-05,Dota 2
76561198093624785,570,True,1,2015-01-26,Dota 2
76561198093624785,440,True,1,2014-06-17,Team Fortress 2
76561198093624785,620,True,1,2014-03-03,Portal 2
76561198093624785,4000,True,1,2014-01-20,Garry's Mod
76561198093624785,204360,True,2,2014-10-31,Castle Crashers®
76561198093624785,261030,True,2,2014-03-07,The Walking Dead: Season 2
76561198093624785,49520,True,1,2014-09-13,Borderlands 2
76561198093633422,236110,True,1,2015-10-16,Dungeon Defenders II
MagmaCIaw,630,True,1,2014-11-29,Alien Swarm
MagmaCIaw,570,True,2,2014-11-29,Dota 2
MagmaCIaw,730,True,1,2014-08-08,Counter-Strike: Global Offensive
MagmaCIaw,216150,True,1,2014-01-20,MapleStory
MagmaCIaw,211440,True,1,2014-12-25,Adventures of Shuggy
MagmaCIaw,113020,True,0,2014-11-29,Monaco: What's Yours Is Mine
MagmaCIaw,220780,True,2,2014-11-29,Thomas Was Alone
MagmaCIaw,113200,True,1,2014-11-29,The Binding of Isaac
MagmaCIaw,440,True,1,2014-11-29,Team Fortress 2
Nickelodeon1337,223710,True,1,2015-09-27,Cry of Fear
Jacky-C,1840,True,2,2014-09-02,Source Filmmaker
HecticPCGamer,236390,True,1,2013-10-28,War Thunder
76561198093659817,440,True,2,2014-07-30,Team Fortress 2
_GrinFlame_,107410,True,1,2014-11-29,Arma 3
_GrinFlame_,4000,True,1,2015-06-03,Garry's Mod
76561198093684803,204100,True,1,2014-07-07,Max Payne 3
76561198093725111,291480,True,1,2014-07-03,Warface
flybox346789,440,True,1,2014-04-29,Team Fortress 2
